query,context,label
전신마취제 관련 약 알려줘,"의식과 통증을 완전히 차단하여 외과적 수술 또는 시술 시 무의식 상태를 유도하는 약물로, 정맥 또는 흡입제로 투여됩니다.",1.0
기타의 소화기관용약,"신장 기능이 저하된 환자의 혈액 투석 시 사용되는 특수 관류액으로, 체내 노폐물 제거와 전해질 균형 유지에 기여합니다.",0.0
기타의 생물학적 제제,"면역혈청학적 검사용 시약은 항원-항체 반응을 이용하여 감염병, 자가면역질환, 호르몬 이상 등을 진단하기 위한 체외검사용 시약으로, 효소면역측정법(ELISA), 면역크로마토그래피 등이 포함됩니다.",0.0
기타의 호흡기관용약은 언제 써?,"기타의 호흡기관용약은 일반적인 기침약이나 기관지 확장제 외에도 호흡기 감염, 염증, 분비물 조절 등에 사용되는 다양한 보조적 의약품을 포함합니다. 예를 들어 점액용해제, 비염 보조제, 폐포 보호제 등이 여기에 해당합니다.",1.0
기타의 외피용약은 언제 써?,"피부에 국소적으로 작용하여 다양한 증상(가려움, 염증, 감염 등)을 치료하거나 보호하는 데 사용되는 외용약 중 기존 분류에 속하지 않는 제제입니다.",1.0
건위소화제(내용액제에 한함)의 정의가 뭐야?,"건위소화제(내용액제)는 위산 분비를 조절하거나 위장 운동을 촉진하여 소화를 돕는 액상 형태의 제제로, 정제에 비해 빠르게 흡수되어 위장 부담을 줄이는 특징이 있습니다.",1.0
이담제의 정의가 뭐야?,"이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.",1.0
저함량 비타민 및 미네랄 제제,"저함량 비타민 및 미네랄 제제는 일일 권장 섭취량 이하의 용량으로 비타민 및 미네랄을 보충하는 제품으로, 일반적인 건강 유지나 경증 결핍 예방을 목적으로 사용됩니다. 주로 OTC 건강기능약품으로 제공됩니다.",1.0
진경제이란?,"진경제는 위장관, 비뇨기계 등의 평활근 수축을 억제하여 복통, 위경련, 과민성 대장증후군 등으로 인한 경련성 통증을 완화하는 약물입니다. 하이오시아민, 부틸스코폴라민 등이 포함됩니다.",1.0
기타의 혈액 및 체액용약,"기타의 혈액 및 체액용약은 일반적인 혈액 응고제, 항응고제, 전해질 보충제 등 외에 기타 수분·전해질 균형 유지, 산염기 균형 조절 등 체액 항상성에 영향을 미치는 약제를 포함합니다.",1.0
자격요법제 관련 약 알려줘,"자격요법제는 인체의 면역 반응을 조절하거나 억제하여 자가면역질환, 염증성 질환, 이식 거부 반응 등을 치료하거나 완화하는 데 사용되는 약물로, 특히 특정 항원을 표적으로 하지 않는 비특이성 면역억제제가 포함됩니다. 이들은 면역세포의 활성, 사이토카인 분비, 림프구 증식을 억제하는 작용을 통해 염증 반응을 감소시키며, 스테로이드제(예: 프레드니솔론), 사이클로스포린, 아자티오프린, 메토트렉세이트 등이 대표적입니다. 주로 류마티스 관절염, 루푸스, 크론병, 장기 이식 후 면역억제 치료 등에 사용되며, 감염 위험 증가나 장기 독성 등의 부작용에 유의해야 합니다.",1.0
흥분제,"흥분제는 각성제와 유사하게 중추신경계를 자극하여 정신적·신체적 활력을 증가시키는 약물로, 사용 목적에 따라 집중력 강화, 무기력 개선, 피로 해소 등에 활용됩니다.",1.0
요로소독제의 정의가 뭐야?,"요로소독제는 요도, 방광, 신장 등의 요로계에 존재하는 세균을 억제하거나 제거하기 위해 사용되는 약물입니다. 주로 경구 또는 국소적으로 투여되며, 요로감염증(UTI)의 예방 또는 보조 치료에 활용됩니다. 항생제와는 달리 전신 흡수보다는 국소 작용을 목적으로 하며, 메틸렌블루, 헥사메틸렌테트라민 등의 성분이 대표적입니다.",1.0
백신류은 언제 써?,면역 반응을 유도하여 특정 감염병에 대한 예방 효과를 제공하는 생물학적 제제입니다.,1.0
기타의 진단용약,"기타의 진단용약은 영상 촬영, 생리 기능 측정, 감염 여부 판별 등 다양한 의학적 진단을 보조하기 위해 사용되는 약물 또는 시약 중 기존의 X선조영제, 면역검사용 시약 등 특정 분류에 속하지 않는 제제를 포함합니다. 이들 약물은 체내 특정 조직이나 대사 과정, 면역 반응 등을 시각화하거나 정량화하는 데 사용되며, 인체 내에 일시적으로 투여되어 검사의 민감도와 특이도를 향상시키는 역할을 합니다. 예시로는 특정 호르몬 반응 검사를 위한 자극제, 정맥경화 검사에 쓰이는 염료, 생체 지표 반응 측정을 위한 기능성 시약 등이 있습니다.",1.0
기타의 조직세포의 기능용의약품,"조직이나 세포의 기능 유지 또는 개선을 위한 의약품으로, 신진대사 조절, 조직 재생, 세포 활성화 등의 목적에 사용되며 특정한 치료 목적이 아닌 기능적 보조 용도로 사용됩니다.",1.0
조직세포의 치료 및 진단 목적 관련 약 알려줘,"세포나 조직을 대상으로 한 치료 또는 진단을 목적으로 사용되는 의약품으로, 세포치료제, 조직유래 제제 등이 포함됩니다.",1.0
종합대사성제제,"비뇨기 및 생식기, 항문에 작용하는 의약품 중 기존 분류에 속하지 않는 기타 제제로, 국소 치료나 보조적 용도로 사용됩니다.",0.0
항독소 및 렙토스피라혈청류이란?,"항독소 및 렙토스피라혈청류는 세균 독소 또는 특정 감염병(예: 렙토스피라증)에 대한 수동면역을 제공하기 위한 제제로, 인체에 이미 생성된 항체를 투여하여 질병 예방이나 초기 감염 치료에 사용됩니다. 독소중화 또는 세균에 대한 신속한 방어 작용을 유도합니다.",1.0
비타민 C 및 P제이란?,"비타민 C 및 P제는 비타민 C(아스코르빈산)와 비타민 P(루틴, 헤스페리딘 등 플라보노이드류)를 단독 또는 복합하여 함유한 제제로, 모세혈관의 투과성과 저항성을 조절하고 결합조직 형성을 돕는 역할을 합니다. 주로 괴혈병의 예방 및 치료, 모세혈관 출혈 경향(잇몸 출혈, 점상출혈 등)의 개선, 감염 예방, 항산화 작용, 철분 흡수 촉진 등의 목적으로 사용됩니다. 비타민 C는 수용성 비타민으로 과잉 섭취 시 요로결석 위험이 있으며, 비타민 P는 비타민 C의 작용을 보강하는 생리적 조절인자로 간주됩니다.",1.0
진토제 관련 약 알려줘,"진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.",1.0
해독제이란?,"해독제는 체내에 유입된 독성 물질(약물, 화학물질, 중금속, 생물독소 등)에 의해 발생하는 중독 증상을 완화하거나 독성을 중화시켜 생리적 기능을 회복하도록 돕는 치료 약물입니다. 해독제는 독소의 종류와 작용 기전에 따라 흡착제, 경쟁적 길항제, 효소 활성화제, 킬레이트제 등으로 분류되며, 대표적으로 아세트아미노펜 과다 복용 시 사용하는 아세틸시스테인, 아편류 해독에 사용하는 날록손, 중금속 중독에 사용하는 디메르카프로르(발렌타민) 등이 있습니다. 대부분 응급상황에서 사용되며, 정확한 독성물질 파악과 신속한 투여가 중요합니다.",1.0
장기제제이란?,"동물의 장기 또는 그 추출물을 이용하여 특정 기능을 보완하거나 자극하는 제제로, 내분비·소화기능 조절 등에 사용됩니다.",1.0
신경계 감각기관용 의약품,"항원충제는 말라리아, 톡소플라즈마, 아메바증, 지아르디아증 등 사람에게 질병을 일으키는 원충류(protozoa)를 사멸시키거나 억제하기 위해 사용하는 약물입니다. 이들은 원충의 DNA 합성, 대사 효소, 단백질 합성 등의 생리 기능을 저해하거나 세포막을 파괴하는 방식으로 작용하며, 대표적인 약물로는 클로로퀸, 메트로니다졸, 아트레수네이트, 프리마퀸, 피리메타민 등이 있습니다. 항원충제는 질환별로 치료 대상 원충이 다르기 때문에 정확한 진단과 감염 경로 파악이 중요하며, 일부 약물은 예방용으로도 사용됩니다.",0.0
기타의 외피용약,"통증 완화(진통), 가려움·자극 감소(진양), 삼출물 억제(수렴), 염증 억제(소염)의 복합 작용을 통해 외피질환 등을 치료하는 약물입니다.",0.0
기타의 외피용약은 어떤 약이야?,"피부에 국소적으로 작용하여 다양한 증상(가려움, 염증, 감염 등)을 치료하거나 보호하는 데 사용되는 외용약 중 기존 분류에 속하지 않는 제제입니다.",1.0
기생성 피부질환용제은 어떤 약이야?,"기생성 피부질환용제는 옴, 사면발이 등 피부에 기생하는 절지동물 및 기생충 감염을 치료하기 위한 국소 또는 전신 작용 의약품으로, 퍼메트린, 벤질벤조에이트 등이 포함됩니다.",1.0
주로 그람양성균 관련 약 알려줘,"그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균을 억제하거나 사멸시키는 데 사용되며, 페니실린계, 세팔로스포린계 항생제가 대표적입니다.",1.0
기타의 알레르기용약이란?,"기타의 알레르기용약은 히스타민 작용 억제, 면역 반응 조절 등을 통해 알레르기 증상을 완화하는 다양한 약물로, 일반 항히스타민제 이외에 면역조절제, 국소 스테로이드, 류코트리엔 길항제 등이 포함됩니다.",1.0
따로 분류되지 않고 치료를 주목적으로 하지않는 의약품의 효능은?,"치료를 직접 목적으로 하지 않고, 진단, 보조, 위생 또는 기타 목적에 사용되는 의약품으로, 기존 분류 체계에 포함되지 않는 특수한 용도의 제제를 포함합니다.",1.0
호흡촉진제 관련 약 알려줘,"호흡 중추 또는 말초 수용체를 자극하여 호흡을 증가시키는 약물로, 호흡억제 상태 또는 호흡부전의 응급 치료에 사용됩니다.",1.0
기타의 비뇨생식기관 및 항문용약은 언제 써?,"비뇨기 및 생식기, 항문에 작용하는 의약품 중 기존 분류에 속하지 않는 기타 제제로, 국소 치료나 보조적 용도로 사용됩니다.",1.0
진훈제 관련 약 알려줘,"어지러움(현훈) 증상을 완화하기 위해 사용되는 약물로, 전정기관 기능 이상 또는 중추신경계 조절 이상에 의한 증상을 완화합니다.",1.0
지한제은 언제 써?,"과도한 발한을 억제하기 위한 약물로, 항콜린제 또는 국소 작용성 지한제가 있으며 다한증, 발한성 피부질환 등에 사용됩니다.",1.0
비루스에 작용하는 것은 어떤 약이야?,"바이러스 감염 질환을 치료하거나 예방하기 위해 사용되는 항바이러스제로, 인플루엔자, 헤르페스, HIV, B형 간염, C형 간염 등의 바이러스에 작용하는 약물이 포함됩니다. 작용 기전은 바이러스 복제 억제, 세포 침투 방지 등 다양합니다.",1.0
화농성질환용제의 효능은?,"화농성질환용제는 피부나 피하조직, 점막 등에서 발생하는 화농성 감염(고름이 생기는 세균 감염)에 대해 항균, 항염 또는 배농(고름 배출 촉진) 작용을 통해 증상을 완화하고 병변을 치료하기 위해 사용하는 의약품입니다. 주로 종기, 농양, 여드름, 봉와직염, 피부감염증 등에 사용되며, 항생제(항균제), 소염제, 또는 고름 배출을 촉진하는 제제가 포함됩니다. 국소용 연고, 경구 항생제, 점적제 등 다양한 제형이 있으며, 대표 성분으로는 무피로신, 퓨시드산, 클린다마이신, 벤조일퍼옥사이드 등이 있습니다.",1.0
비뇨생식기관 및 항문용약,"비뇨기계와 생식기, 항문 부위의 질환을 치료하거나 예방하는 데 사용되는 약물로, 감염, 염증, 기능 이상 개선에 사용됩니다.",1.0
기타의 감각기관용약이란?,"기타의 감각기관용약은 눈, 귀, 코 등의 감각기관에 작용하나 기존 분류(안과용제, 이비과용제 등)에 속하지 않는 다양한 목적의 의약품을 포함하는 범주입니다. 주로 점막 보호, 분비 조절, 국소 진통 또는 이물감 완화 등을 위해 사용되며, 복합적 또는 보조적 기능을 가진 약물이 포함됩니다. 예를 들어 인공눈물(눈 건조증), 귀 이물 제거용 점적제, 후각 자극 보조제 등이 여기에 속할 수 있습니다. 일반적으로 외용제 또는 점적제 형태로 사용되며, 전문약 및 일반약이 혼재합니다.",1.0
혈관수축제은 어떤 약이야?,"혈관수축제는 혈관을 수축시켜 혈압을 상승시키거나 국소 혈류를 감소시키는 약물로, 저혈압 치료, 국소 마취 보조 등에 사용됩니다. 대표적으로 에페드린, 페닐에프린이 있습니다.",1.0
기타의 소화기관용약은 언제 써?,"기타의 소화기관용약은 위장관의 운동 조절, 위산 분비 억제, 소화 효소 보충 등 다양한 기전으로 소화 기능을 개선하거나 위장 질환을 치료하는 약물로, 특수 용도의 제제를 포함합니다.",1.0
호흡촉진제,"양모제는 모발의 굵기 증가, 밀도 개선, 두피 건강 증진 등을 목적으로 사용되는 제품군으로, 자양강장 성분이나 생약 추출물 등이 포함되어 있습니다. 탈모를 예방하거나 보조 치료하는 데 활용됩니다.",0.0
흥분제은 언제 써?,"흥분제는 각성제와 유사하게 중추신경계를 자극하여 정신적·신체적 활력을 증가시키는 약물로, 사용 목적에 따라 집중력 강화, 무기력 개선, 피로 해소 등에 활용됩니다.",1.0
칼슘제은 언제 써?,"칼슘제는 체내 칼슘 결핍을 예방하거나 치료하기 위해 사용되는 의약품으로, 주로 골다공증, 성장기 어린이의 칼슘 보충, 임신·수유기 여성의 영양 보충, 저칼슘혈증 치료 등에 사용됩니다. 칼슘은 뼈와 치아 형성뿐 아니라 근육 수축, 신경 전달, 혈액 응고 등 생리적 기능에 필수적인 무기질로, 칼슘제에는 탄산칼슘, 구연산칼슘, 글루콘산칼슘 등이 사용되며 흡수율과 위장관 부작용 여부에 따라 제형이 다양합니다. 비타민 D와 병용 투여 시 칼슘 흡수를 높일 수 있으며, 고칼슘혈증이나 신장결석 병력이 있는 환자에게는 사용에 주의가 필요합니다.",1.0
아편알카로이드계 제제은 어떤 약이야?,"아편알카로이드계 제제는 모르핀, 코데인, 옥시코돈 등 아편 유래 또는 유사 합성 화합물로, 강력한 진통 작용을 나타내며 급성 및 만성 통증 조절에 사용됩니다. 의존성과 부작용 관리가 중요합니다.",1.0
음성균 관련 약 알려줘,"주로 그람음성균에 작용하는 항생제는 대장균, 살모넬라, 임균 등과 같은 그람음성 세균을 억제하거나 사멸시키기 위해 사용되며, 아미노글리코사이드계, 퀴놀론계, 세팔로스포린계 일부가 이에 해당합니다.",1.0
종합대사성제제은 어떤 약이야?,"종합대사성제제는 다양한 대사 경로에 작용하여 체내 에너지 생산, 조직 회복, 면역 조절 등의 전반적인 생리 기능을 개선하는 복합 제제로, 비타민, 미네랄, 아미노산 등이 포함될 수 있습니다.",1.0
구충제의 효능은?,"구충제는 장내 또는 체내 기생하는 회충, 요충, 촌충 등의 기생충을 제거하거나 사멸시키는 약물입니다. 작용 방식은 기생충의 신경계를 마비시키거나 대사 과정을 억제하여 체외로 배출하게 합니다.",1.0
비뇨생식기관용제(성병예방제포함)은 어떤 약이야?,"비뇨기계 및 생식기관의 염증, 감염, 기능 이상을 치료하거나 예방하는 데 사용되는 약물로, 성병 예방 또는 치료제도 포함됩니다.",1.0
양모제은 어떤 약이야?,"양모제는 모발의 굵기 증가, 밀도 개선, 두피 건강 증진 등을 목적으로 사용되는 제품군으로, 자양강장 성분이나 생약 추출물 등이 포함되어 있습니다. 탈모를 예방하거나 보조 치료하는 데 활용됩니다.",1.0
국소마취제의 정의가 뭐야?,"신경의 전도를 일시적으로 차단하여 통증을 느끼지 못하게 하는 약물로, 수술이나 시술 전 특정 부위에 통증 없이 처치할 수 있도록 사용됩니다. 리도카인, 부피바카인 등이 이에 해당합니다.",1.0
지한제은 어떤 약이야?,"과도한 발한을 억제하기 위한 약물로, 항콜린제 또는 국소 작용성 지한제가 있으며 다한증, 발한성 피부질환 등에 사용됩니다.",1.0
창상보호제이란?,"상처 부위를 보호하고 감염을 예방하며 조직 재생을 촉진하는 데 사용되는 국소 제제로, 창상 치유를 돕는 물질을 포함합니다.",1.0
비타민 E 및 K제은 언제 써?,"비타민 E 및 K제는 항산화 작용(비타민 E)과 혈액응고 조절(비타민 K)에 관여하는 비타민을 보충하여 결핍 예방, 출혈성 질환 예방 및 치료 등에 사용됩니다.",1.0
혈관확장제,"혈관확장제는 혈관의 평활근을 이완시켜 혈류를 증가시키고 혈압을 낮추는 작용을 하며, 협심증, 고혈압, 심부전 등의 치료에 사용됩니다. 니트레이트계, 칼슘차단제, 알파차단제 등이 있습니다.",1.0
항독소 및 렙토스피라혈청류 관련 약 알려줘,"항독소 및 렙토스피라혈청류는 세균 독소 또는 특정 감염병(예: 렙토스피라증)에 대한 수동면역을 제공하기 위한 제제로, 인체에 이미 생성된 항체를 투여하여 질병 예방이나 초기 감염 치료에 사용됩니다. 독소중화 또는 세균에 대한 신속한 방어 작용을 유도합니다.",1.0
원충에 작용하는 것,"진경제는 위장관, 비뇨기계 등의 평활근 수축을 억제하여 복통, 위경련, 과민성 대장증후군 등으로 인한 경련성 통증을 완화하는 약물입니다. 하이오시아민, 부틸스코폴라민 등이 포함됩니다.",0.0
기타의 공중위생용약의 효능은?,"기타의 공중위생용약은 전염병 예방, 해충 구제, 환경 위생 유지 등을 위한 살균제, 방충제, 소독제 등으로 구성된 제제를 말합니다.",1.0
설화제은 어떤 약이야?,"설화제는 주로 피부의 병변 부위에 화학적으로 작용하여 조직의 괴사 또는 탈락(설화, cauterization)을 유도함으로써 병변의 제거 또는 치료를 목적으로 사용하는 약물입니다. 사마귀, 티눈, 굳은살, 각질과다증, 피부양성종양 등의 국소 병변에 적용되며, 살리실산, 젖산, 질산은, 트리클로로아세트산(TCA) 등의 물질이 주로 사용됩니다. 이들 약물은 주로 병변 조직을 연화·탈락시키거나 단백질을 변성시켜 병변 제거를 유도합니다. 제형은 액제, 겔, 크림, 패치 형태로 제공되며, 환부 외의 부위에는 적용을 피해야 하며 사용 시 주의가 필요합니다.",1.0
소화기관용약,"소화기관용약은 위장관의 기능을 조절하거나 소화 작용을 촉진하여 소화불량, 위염, 궤양, 장운동 장애, 복부 팽만감 등의 위장관 관련 증상을 완화하거나 치료하기 위한 약물입니다. 이 범주에는 제산제, 위산분비억제제(PPI, H2 수용체 길항제), 소화효소제, 위장관 운동조절제(위장관 촉진제, 진경제 등), 장내 가스 제거제 등이 포함되며, 위염, 소화성 궤양, 기능성 소화불량, 과민성 대장 증후군 등의 치료에 사용됩니다. 각 약물은 작용 기전에 따라 위산 중화, 위장관 평활근 이완 또는 촉진, 효소 보충 등을 통해 증상을 개선하며, 환자의 상태와 병인에 따라 병용 요법이 사용되기도 합니다.",1.0
전신마취제이란?,"의식과 통증을 완전히 차단하여 외과적 수술 또는 시술 시 무의식 상태를 유도하는 약물로, 정맥 또는 흡입제로 투여됩니다.",1.0
이뇨제의 효능은?,"신장에서 소변의 배출을 촉진하여 체내 수분과 염분을 조절하는 약물로, 고혈압, 부종 등의 치료에 사용됩니다.",1.0
지혈제의 효능은?,"지혈제는 출혈을 억제하거나 멈추게 하기 위한 약물로, 국소 지혈제(피브린제, 젤라틴 스펀지) 및 전신 작용 지혈제(비타민 K, 트라넥삼산 등)로 구분되며, 수술, 외상, 지혈장애 등에 사용됩니다.",1.0
기타의 항생물질제제(복합항생물질제제를 포함) 관련 약 알려줘,"단일 항생제 외에 둘 이상의 항생성분을 조합한 복합항생제 또는 기존 분류에 속하지 않는 특수 항생물질을 포함하며, 내성균 대응 또는 시너지 효과를 목적으로 사용됩니다.",1.0
자양강장변질제의 효능은?,"자양강장변질제는 체력 저하, 피로, 식욕 부진 등의 증상을 개선하기 위한 생약 또는 복합제제이며, 면역력 강화, 신진대사 촉진 등의 효과를 목표로 합니다. 인삼, 비타민류가 혼합된 제제가 많습니다.",1.0
기타의 호르몬제(항호르몬제를 포함),"그람양성균(예: 포도상구균, 연쇄상구균 등)을 표적으로 작용하는 항생제로, 페니실린계, 마크로라이드계, 글리코펩타이드계 등의 항균제가 이에 포함되며, 감염성 질환의 치료에 사용됩니다.",0.0
안과용제이란?,"안과용제는 눈에 직접 적용하여 안구 질환을 치료하거나 증상을 완화하기 위해 사용하는 의약품으로, 점안제, 안연고, 안세척제, 삽입제 등의 형태로 제공됩니다. 주요 용도에는 결막염, 각막염, 안구건조증, 녹내장, 알레르기성 안질환, 감염증, 외상 후 염증, 수술 전후 관리 등이 포함되며, 항생제, 항바이러스제, 항염증제(스테로이드 및 비스테로이드), 점액 안정화제, 항히스타민제, 인공눈물 등이 사용됩니다. 안과용제는 약물의 흡수율, 국소 자극 가능성, 감염 예방 등을 고려하여 무균 조건으로 제조되며, 사용 시 오염 방지를 위한 주의가 필요합니다.",1.0
혈압강하제이란?,"혈압강하제는 고혈압 환자의 혈압을 낮추기 위해 사용되며, 이뇨제, 칼슘 채널 차단제, ACE 억제제, 베타 차단제 등 다양한 계열로 구성됩니다. 혈관 확장, 심박수 감소, 체액 조절 등을 통해 혈압을 조절합니다.",1.0
비뇨생식기관 및 항문용약의 효능은?,"비뇨기계와 생식기, 항문 부위의 질환을 치료하거나 예방하는 데 사용되는 약물로, 감염, 염증, 기능 이상 개선에 사용됩니다.",1.0
알레르기용약의 효능은?,"히스타민 등의 알레르기 매개물질을 차단하거나 면역 반응을 조절하여 알레르기 증상(비염, 두드러기 등)을 완화하는 데 사용되는 약물입니다.",1.0
창상보호제,"심장의 전기 신호 이상으로 인한 불규칙한 박동(부정맥)을 정상화하기 위해 사용되는 약물로, 나트륨, 칼륨, 칼슘 채널 차단제 등이 포함됩니다.",0.0
주로 악성종양에 작용하는 것의 효능은?,"‘주로 악성종양에 작용하는 것’에 해당하는 의약품은 암세포의 성장, 분열, 복제를 억제하거나 파괴하여 악성종양(암)을 치료하는 데 사용되는 항암제를 포함합니다. 이 분류는 항대사제, 알킬화제, 세포독성 항생제, 미세소관 억제제, 표적항암제 등 다양한 기전의 항암제를 포괄하며, 일반적으로 세포 주기에 영향을 주어 빠르게 분열하는 암세포를 선택적으로 공격합니다. 대표적인 약물로는 시스플라틴, 독소루비신, 파클리탁셀, 젬시타빈 등이 있으며, 고형암 및 혈액암(백혈병, 림프종 등)의 치료에 사용됩니다.",1.0
최토제의 정의가 뭐야?,"최토제는 중추 또는 말초 작용을 통해 구토 반사를 유도하는 약물로, 주로 독물 섭취 후 응급 처치로 사용됩니다. 현재는 그 사용이 제한적이며, 의료인의 판단 하에 엄격히 사용됩니다.",1.0
호흡기관용약은 언제 써?,"호흡기관용약은 폐, 기관지, 코 등의 질환을 치료하거나 증상을 완화하는 데 사용되는 약물로, 기관지 확장제, 진해거담제, 항염증제, 흡입 스테로이드 등이 포함됩니다.",1.0
비타민제의 효능은?,"체내 대사와 생리 기능에 필수적인 비타민을 보충하는 약물로, 결핍 예방과 치료에 사용됩니다.",1.0
혈압강하제은 어떤 약이야?,"혈압강하제는 고혈압 환자의 혈압을 낮추기 위해 사용되며, 이뇨제, 칼슘 채널 차단제, ACE 억제제, 베타 차단제 등 다양한 계열로 구성됩니다. 혈관 확장, 심박수 감소, 체액 조절 등을 통해 혈압을 조절합니다.",1.0
기타의 진단용약은 어떤 약이야?,"기타의 진단용약은 영상 촬영, 생리 기능 측정, 감염 여부 판별 등 다양한 의학적 진단을 보조하기 위해 사용되는 약물 또는 시약 중 기존의 X선조영제, 면역검사용 시약 등 특정 분류에 속하지 않는 제제를 포함합니다. 이들 약물은 체내 특정 조직이나 대사 과정, 면역 반응 등을 시각화하거나 정량화하는 데 사용되며, 인체 내에 일시적으로 투여되어 검사의 민감도와 특이도를 향상시키는 역할을 합니다. 예시로는 특정 호르몬 반응 검사를 위한 자극제, 정맥경화 검사에 쓰이는 염료, 생체 지표 반응 측정을 위한 기능성 시약 등이 있습니다.",1.0
기생성 피부질환용제이란?,"기생성 피부질환용제는 옴, 사면발이 등 피부에 기생하는 절지동물 및 기생충 감염을 치료하기 위한 국소 또는 전신 작용 의약품으로, 퍼메트린, 벤질벤조에이트 등이 포함됩니다.",1.0
기타의 진단용약의 정의가 뭐야?,"기타의 진단용약은 영상 촬영, 생리 기능 측정, 감염 여부 판별 등 다양한 의학적 진단을 보조하기 위해 사용되는 약물 또는 시약 중 기존의 X선조영제, 면역검사용 시약 등 특정 분류에 속하지 않는 제제를 포함합니다. 이들 약물은 체내 특정 조직이나 대사 과정, 면역 반응 등을 시각화하거나 정량화하는 데 사용되며, 인체 내에 일시적으로 투여되어 검사의 민감도와 특이도를 향상시키는 역할을 합니다. 예시로는 특정 호르몬 반응 검사를 위한 자극제, 정맥경화 검사에 쓰이는 염료, 생체 지표 반응 측정을 위한 기능성 시약 등이 있습니다.",1.0
염모 관련 약 알려줘,"염모제는 모발에 색을 입히기 위한 의약품 또는 의약외품으로, 산화염모제, 비산화염모제, 탈색제 등이 포함됩니다. 주로 회색 모발의 색상 개선이나 미용 목적으로 사용되며, 일부 제품은 염색 중 손상을 줄이기 위한 성분이 포함되기도 합니다.",1.0
단백아미노산제제 관련 약 알려줘,"단백아미노산제제는 체내 단백질 합성에 필요한 필수 아미노산 및 비필수 아미노산을 포함한 제제로, 주로 정맥영양(IVN)이나 경장영양(EN)의 형태로 사용됩니다. 수술 후 회복기, 심한 외상, 화상, 영양결핍, 간·신장질환 등으로 인해 경구 섭취가 불가능하거나 부족한 환자에게 공급되어 단백 동화 작용을 촉진하고 질소 균형을 유지하며, 조직 회복을 돕습니다. 글루타민, 아르기닌, 류신 등 특정 아미노산의 농도가 조절된 특수 목적의 제형도 있으며, 단독 투여보다는 포도당, 전해질, 지질 제제와 병행 투여되는 경우가 많습니다.",1.0
비타민 A 및 D제의 정의가 뭐야?,"비타민 A 및 D제는 시각 기능, 피부 및 점막 유지(비타민 A), 칼슘 대사와 뼈 건강(비타민 D)에 필수적인 지용성 비타민 보충제로, 결핍 예방 및 관련 질환 치료에 사용됩니다.",1.0
외피용약,"외피용약은 피부 및 점막에 국소적으로 적용되어 염증, 가려움, 감염, 통증, 상처 치유 등의 증상을 완화하거나 치료하기 위한 약물입니다. 피부질환, 외상, 습진, 피부염, 건선, 상처, 화상 등 다양한 외피 관련 질환에 사용되며, 약리 작용에 따라 항염증제(스테로이드), 항균제, 항진균제, 소양 완화제, 상처 보호제, 보습제 등으로 구분됩니다. 제형은 연고, 크림, 로션, 젤, 패치 등 매우 다양하며, 대부분 외용으로 사용되나 일부는 점막이나 피부 아래 조직에 적용되기도 합니다.",1.0
진경제,"주로 그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균을 선택적으로 억제 또는 살균하는 약물로, 페니실린계, 세팔로스포린계, 글리코펩타이드계 항생제가 이에 포함됩니다.",0.0
알레르기용약,"히스타민 등의 알레르기 매개물질을 차단하거나 면역 반응을 조절하여 알레르기 증상(비염, 두드러기 등)을 완화하는 데 사용되는 약물입니다.",1.0
진통.진양.수렴.소염제,"통증 완화(진통), 가려움·자극 감소(진양), 삼출물 억제(수렴), 염증 억제(소염)의 복합 작용을 통해 외피질환 등을 치료하는 약물입니다.",1.0
무기질제제,"피부에 국소적으로 작용하여 다양한 증상(가려움, 염증, 감염 등)을 치료하거나 보호하는 데 사용되는 외용약 중 기존 분류에 속하지 않는 제제입니다.",0.0
자율신경제은 어떤 약이야?,"자율신경제는 교감 및 부교감 신경계에 작용하여 심박수, 위장관 운동, 기관지 확장 등 자율신경계 기능을 조절하는 약물로, 항콜린제 및 아드레날린성 약물이 포함됩니다.",1.0
당뇨병용제,"혈액제제류는 혈액성분(적혈구, 혈장, 혈소판, 응고因자 등)을 정제 또는 분획하여 수혈, 출혈 조절, 응고 이상 치료 등에 사용하는 제제로, 엄격한 감염 관리 기준이 요구됩니다.",0.0
X선조영제의 효능은?,"X선조영제는 방사선 촬영 시 장기, 혈관, 조직 등의 구조를 명확히 시각화하기 위해 사용하는 고요오드 함유 제제로, 진단 목적으로 주입되며 신장 기능 등에 주의가 필요합니다.",1.0
부정맥용제이란?,"심장의 전기 신호 이상으로 인한 불규칙한 박동(부정맥)을 정상화하기 위해 사용되는 약물로, 나트륨, 칼륨, 칼슘 채널 차단제 등이 포함됩니다.",1.0
주로 곰팡이이란?,"주로 곰팡이에 작용하는 항진균제는 칸디다, 무좀, 진균성 피부 감염 등을 치료하며, 국소제 및 경구제 형태로 사용됩니다. 작용 기전은 세포막 구성 성분(에르고스테롤) 합성 억제 등이 있습니다.",1.0
