"type_code","type_name","type_definition","item_sequence","item_name","enterprise_name","main_ingredient","main_ingredient_eng","appearance","storage_method","valid_term"
"03250","단백아미노산제제","단백아미노산제제는 체내 단백질 합성에 필요한 필수 아미노산 및 비필수 아미노산을 포함한 제제로, 주로 정맥영양(IVN)이나 경장영양(EN)의 형태로 사용됩니다. 수술 후 회복기, 심한 외상, 화상, 영양결핍, 간·신장질환 등으로 인해 경구 섭취가 불가능하거나 부족한 환자에게 공급되어 단백 동화 작용을 촉진하고 질소 균형을 유지하며, 조직 회복을 돕습니다. 글루타민, 아르기닌, 류신 등 특정 아미노산의 농도가 조절된 특수 목적의 제형도 있으며, 단독 투여보다는 포도당, 전해질, 지질 제제와 병행 투여되는 경우가 많습니다.","198700580","에가푸신주","영진약품(주)","[M050972]아세틸시스테인|[M088656]글리신|[M103060]L-트레오닌|[M103077]L-아르기닌|[M204435]L-세린|[M204442]L-페닐알라닌|[M209360]L-발린|[M209366]L-알라닌|[M214861]L-프롤린|[M215288]L-히스티딘|[M218567]L-메티오닌|[M222530]L-이소류신|[M222531]L-류신|[M278848]L-트립토판|[M278849]L-리신아세트산염","Acetylcysteine/Glycine/L-Alanine/L-Arginine/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine Acetate/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Valine","무색 투명한 유리병에 든 무색-미황색의 약액으로 수액용 고무마개를 한 제제임.","밀봉용기, 실온보관","제조일로부터 36 개월"
"03250","단백아미노산제제","단백아미노산제제는 체내 단백질 합성에 필요한 필수 아미노산 및 비필수 아미노산을 포함한 제제로, 주로 정맥영양(IVN)이나 경장영양(EN)의 형태로 사용됩니다. 수술 후 회복기, 심한 외상, 화상, 영양결핍, 간·신장질환 등으로 인해 경구 섭취가 불가능하거나 부족한 환자에게 공급되어 단백 동화 작용을 촉진하고 질소 균형을 유지하며, 조직 회복을 돕습니다. 글루타민, 아르기닌, 류신 등 특정 아미노산의 농도가 조절된 특수 목적의 제형도 있으며, 단독 투여보다는 포도당, 전해질, 지질 제제와 병행 투여되는 경우가 많습니다.","198700589","이소나민주","(주)에이프로젠바이오로직스","[M088656]글리신|[M103060]L-트레오닌|[M103077]L-아르기닌|[M204435]L-세린|[M204442]L-페닐알라닌|[M209360]L-발린|[M209366]L-알라닌|[M214274]L-트리프토판|[M214861]L-프롤린|[M215288]L-히스티딘|[M218567]L-메티오닌|[M222530]L-이소류신|[M222531]L-류신|[M244189]L-리신아세트산염|[M251877]L-시스테인염산염수화물","Glycine/L-Alanine/L-Arginine/L-Cysteine Hydrochloride Hydrate/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine Acetate/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Valine","수액용 고무마개를 한 무색투명한 유리병에 무색내지 미황색의 투명한 액이 들어있는 주사제","밀봉용기, 실온(1-30℃)보관","제조일로부터 24 개월"
"03250","단백아미노산제제","단백아미노산제제는 체내 단백질 합성에 필요한 필수 아미노산 및 비필수 아미노산을 포함한 제제로, 주로 정맥영양(IVN)이나 경장영양(EN)의 형태로 사용됩니다. 수술 후 회복기, 심한 외상, 화상, 영양결핍, 간·신장질환 등으로 인해 경구 섭취가 불가능하거나 부족한 환자에게 공급되어 단백 동화 작용을 촉진하고 질소 균형을 유지하며, 조직 회복을 돕습니다. 글루타민, 아르기닌, 류신 등 특정 아미노산의 농도가 조절된 특수 목적의 제형도 있으며, 단독 투여보다는 포도당, 전해질, 지질 제제와 병행 투여되는 경우가 많습니다.","198701583","엘씨500연질캡슐(엘-시스틴)","구주제약(주)","[M103054]L-시스틴|[M103054]L-시스틴","L-Cystine","<내수용>미황색의 내용물이 든 주황색 연질캡슐 <수출용>유백색의 내용물이 충진된 상,하부 오렌지색의 연질캡슐","기밀용기, 실온(1~30℃) 보관","제조일로부터 36 개월"
"03250","단백아미노산제제","단백아미노산제제는 체내 단백질 합성에 필요한 필수 아미노산 및 비필수 아미노산을 포함한 제제로, 주로 정맥영양(IVN)이나 경장영양(EN)의 형태로 사용됩니다. 수술 후 회복기, 심한 외상, 화상, 영양결핍, 간·신장질환 등으로 인해 경구 섭취가 불가능하거나 부족한 환자에게 공급되어 단백 동화 작용을 촉진하고 질소 균형을 유지하며, 조직 회복을 돕습니다. 글루타민, 아르기닌, 류신 등 특정 아미노산의 농도가 조절된 특수 목적의 제형도 있으며, 단독 투여보다는 포도당, 전해질, 지질 제제와 병행 투여되는 경우가 많습니다.","198800137","트리아민주3% ","주식회사제뉴원사이언스","[M088656]글리신|[M103060]L-트레오닌|[M103077]L-아르기닌|[M204435]L-세린|[M204442]L-페닐알라닌|[M209360]L-발린|[M209366]L-알라닌|[M214861]L-프롤린|[M215288]L-히스티딘|[M218567]L-메티오닌|[M222530]L-이소류신|[M222531]L-류신|[M251877]L-시스테인염산염수화물|[M281780]L-리신아세트산염|[M281781]L-트립토판","Glycine/L-Alanine/L-Arginine/L-Cysteine Hydrochloride Hydrate/L-Histidine/L-Isoleucine/L-Leucine/L-Lysine Acetate/L-Methionine/L-Phenylalanine/L-Proline/L-Serine/L-Threonine/L-Tryptophan/L-Valine","무색 또는 연한 노란색의 투명한 용액을 무색투명한 폴리프로필렌제 수성주사제 용기에 충진 한 주사제","밀봉용기, 실온(1~30℃) 보관 ","제조일로부터 24 개월"
"03250","단백아미노산제제","단백아미노산제제는 체내 단백질 합성에 필요한 필수 아미노산 및 비필수 아미노산을 포함한 제제로, 주로 정맥영양(IVN)이나 경장영양(EN)의 형태로 사용됩니다. 수술 후 회복기, 심한 외상, 화상, 영양결핍, 간·신장질환 등으로 인해 경구 섭취가 불가능하거나 부족한 환자에게 공급되어 단백 동화 작용을 촉진하고 질소 균형을 유지하며, 조직 회복을 돕습니다. 글루타민, 아르기닌, 류신 등 특정 아미노산의 농도가 조절된 특수 목적의 제형도 있으며, 단독 투여보다는 포도당, 전해질, 지질 제제와 병행 투여되는 경우가 많습니다.","198800788","셀라인연질캡슐500밀리그램(엘시스틴)","(주)제뉴파마","[M103054]L-시스틴|[M214569]엘-시스틴","L-Cystine","내수용 : 유백색의 유상물질이 든 황적색의 연질캡슐 수출용 : 미황색의 내용물이 든 주황색의 장방형 연질캡슐","기밀용기         ","제조일로부터 36 개월"
"03260","장기제제","동물의 장기 또는 그 추출물을 이용하여 특정 기능을 보완하거나 자극하는 제제로, 내분비·소화기능 조절 등에 사용됩니다.","199806592","협진폴리엘가정(돼지비장가수분해분말)","에이치제이협진(주)","[M228862]돼지비장가수분해분말(폴리펩타이드로 100mg)","Porcrine Spleen Hydrolysate (As Polypeptide 100mg)","오렌지색의 원형 당의제","차광밀폐용기, 실온보존","제조일로부터 36 개월"
"03260","장기제제","동물의 장기 또는 그 추출물을 이용하여 특정 기능을 보완하거나 자극하는 제제로, 내분비·소화기능 조절 등에 사용됩니다.","200512342","라이넥주(자하거가수분해물)(수출명:  LAENNEC INJ.)","(주)녹십자웰빙","[M089843]자하거가수분해물","Human Placenta Hydrolysate","이약은 담황갈색-황갈색의 투명한 액이 갈색 앰플에 2밀리리터씩 들어있는 주사제이다 ","차광밀봉용기, 실온보관(1~30℃) ","제조일로부터 36 개월"
"03260","장기제제","동물의 장기 또는 그 추출물을 이용하여 특정 기능을 보완하거나 자극하는 제제로, 내분비·소화기능 조절 등에 사용됩니다.","201100874","라이넥주바이알(자하거가수분해물)","(주)녹십자웰빙","[M089843]자하거가수분해물","Human Placenta Hydrolysate","이 약은 담황갈색 또는 황갈색의 투명한 액이 갈색 바이알에 들어있는 주사제이다.","차광밀봉용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","196300084","광동경옥고","광동제약(주)","[M051291]인삼|[M082091]생지황즙|[M082760]복령가루|[M200168]꿀","Ginseng/Honey/Poria Powder/Rehmanniae Glutinosae Liboschitz var. Purpureae Makino","흑갈색의 점도가 있는 연조엑스제","기밀용기, 실온보관(1~30°C)","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","196400090","보화경옥고","원광제약(주)","[M040213]인삼|[M040225]복령|[M082091]생지황즙|[M096631]꿀(봉밀)","Ginseng/Honey/Poria/Rehmanniae Glutinosae Liboschitz var. Purpureae Makino","갈흑색의 감미가 있는 엑기스양 물질","기밀용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","196600063","원비디","일양약품(주)","[M040064]니코틴산아미드|[M040133]리보플라빈|[M071030]인삼유동엑스|[M082075]구기자유동엑스|[M204304]피리독신염산염|[M223183]카페인무수물|[M244748]판토텐산칼슘","Anhydrous Caffeine/Calcium Pantothenate/Ginseng Fluid Extract/Lycium Fruit Fluid Extract/Nicotinamide/Pyridoxine Hydrochloride/Riboflavin","본 품은 유황색의 액체임","기밀용기, 실온(1～30℃) 보관 ","제조일로부터 12 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197400369","개풍경옥고(수출용)","광동제약(주)","[M082760]복령가루|[M082761]인삼가루|[M084957]침향가루|[M091785]구기자가루|[M200168]꿀|[M248799]생지황의 착즙","Aquilariae Lignum Powder/Ginseng Powder/Honey/Lycium Fruit Powder/Poria Powder/Rehmanniae Glutinosae Liboschitz var. Purpureae Makino","이 약은 흑갈색의 유동성 연조엑스상의 물질로서 특이한 냄새가 있고 맛은 달고 조금 쓰다.   이 약은 물에 조금 혼탁시켜 녹이면 유갈색의 액이 된다.","기밀용기","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197400574","한풍쌍화탕엑스과립","(유)한풍제약","[M086603]쌍화탕연조엑스","Ssanghwatang Soft Extract","암갈색의 과립제.","기밀용기, 실온(1~30℃)보관.","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197600029","보중기과립(보중익기탕)","(유)한풍제약","[M040006]감초|[M040007]건강|[M040070]당귀|[M040071]대추|[M040213]인삼|[M040214]백출|[M040329]승마|[M040336]시호|[M040538]진피|[M040790]황기|[M088599]보중익기탕연조엑스","Angelica Gigas Root/Astragalus Root/Atractylodes Rhizome White/Bojungikgitang Soft Extract/Bupleurum Root/Cimicifuga Rhizome/Citrus Unshiu Peel/Ginger/Ginseng/Jujube/Licorice","갈색의 과립제.","기밀용기, 실온보관(1~30℃).","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197600030","마진가과립(소건중탕)","(유)한풍제약","[M040006]감초|[M040071]대추|[M040523]작약|[M050037]계지|[M050042]교이|[M050752]생강|[M096419]소건중탕연조엑스","Cinnamomi Ramulus/Jujube/Licorice/Peony Root/Raw Ginger/Saccharum Granorum/Sogeonjungtang Soft Extracts","담갈색의 과립제","기밀용기, 실온보관(1~30℃).","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197700470","키디정(소건중탕)(수출명:KIDI tablets/BOBO tablets/KIBO tablets)(수출용)","삼익제약(주)","[M040006]감초|[M040007]건강|[M040071]대추|[M040523]작약|[M050037]계지|[M050042]교이","Cinnamomi Ramulus/Ginger/Jujube/Licorice/Peony Root/Saccharum Granorum","이 약은 적황색의 원형정제이다","기밀용기, 실온(1~30℃)보관 ","제조일로부터 60 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197800318","신텍스연령고본단","한국신텍스제약(주)","[M040030]구기자|[M040030]구기자|[M040089]두충|[M040089]두충|[M040139]맥문동|[M040139]맥문동|[M040187]목향|[M040187]목향|[M040213]인삼|[M040213]인삼|[M040225]복령|[M040225]복령|[M040257]산수유|[M040257]산수유|[M040258]산약|[M040258]산약|[M040260]산초|[M040260]산초|[M040445]오미자|[M040445]오미자|[M040476]우슬|[M040476]우슬|[M040482]원지|[M040482]원지|[M040545]차전자|[M040545]차전자|[M040638]택사|[M040638]택사|[M050550]백자인|[M050550]백자인|[M050621]복분자|[M050621]복분자|[M050719]토사자|[M050719]토사자|[M051248]육종용|[M051248]육종용|[M051352]지골피|[M051352]지골피|[M051363]생지황|[M051363]생지황|[M051364]숙지황|[M051364]숙지황|[M051377]석창포|[M051377]석창포|[M051380]천문동|[M051380]천문동|[M082557]파극천|[M082557]파극천","Achyranthes Root/Acori Graminei Rhizoma/Alisma Rhizome/Asparagus Tuber/Aucklandiae Radix/Cistanchis Herba/Cornus Fruit/Cuscutae Semen/Dioscorea Rhizome/Eucommiae Cortex/Ginseng/Liriope Tuber/Lycium Fruit/Lycium Root Bark/Morinda Root/Plantago Seed/Polygala Root/Poria/Prepared Rehmannia Root/Rehmanniae Radix Recens/Rubus Fruit/Schisandra Fruit/Thuja Seed/Zanthoxylum Peel","소환은 흑색의 환제이고 대환은 갈색의 환제이다.","기밀용기","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197900041","프린제스과립(사물탕)","(유)한풍제약","[M243936]사물탕연조엑스","Samultang Soft Extract","암갈색의 과립제.  ","기밀용기, 실온(1~30℃)보관. ","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197900047","데시텐과립(십전대보탕)","(유)한풍제약","[M040006]감초|[M040070]당귀|[M040214]백출|[M040225]복령|[M040523]작약|[M040550]천궁|[M040790]황기|[M050037]계지|[M051291]인삼|[M051364]숙지황|[M247889]십전대보탕건조엑스","Angelica Gigas Root/Astragalus Root/Atractylodes Rhizome White/Cinnamomi Ramulus/Cnidium Rhizome/Ginseng/Licorice/Peony Root/Poria/Prepared Rehmannia Root/Sibjeondaebotang Dried Extract","흑갈색의 과립제.","기밀용기, 실온보관(1~30℃).","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","197900304","한신소건중탕엑스과립","(주)한국신약","[M040006]감초|[M040071]대추|[M040523]작약|[M050037]계지|[M050042]교이|[M050752]생강","Cinnamomi Ramulus/Jujube/Licorice/Peony Root/Raw Ginger/Saccharum Granorum","회갈색의 과립제","기밀용기","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","198000371","한신보중익기탕엑스과립","(주)한국신약","[M040006]감초|[M040007]건강|[M040070]당귀|[M040071]대추|[M040214]백출|[M040329]승마|[M040336]시호|[M040538]진피|[M040790]황기|[M051291]인삼","Angelica Gigas Root/Astragalus Root/Atractylodes Rhizome White/Bupleurum Root/Cimicifuga Rhizome/Citrus Unshiu Peel/Ginger/Ginseng/Jujube/Licorice","회갈색의 과립제","기밀용기","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","198000571","키디산(소건중탕엑스)(수출명:Kimax Powder)(수출용)","삼익제약(주)","[M040006]감초|[M040071]대추|[M040523]작약|[M050037]계지|[M050042]교이|[M050752]생강","Cinnamomi Ramulus/Jujube/Licorice/Peony Root/Raw Ginger/Saccharum Granorum","적황색의 산제","밀폐용기 및 밀봉용기","제조일로부터 60 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","198300033","한풍귀기건중탕엑스과립","(유)한풍제약","[M040006]감초|[M040007]건강|[M040070]당귀|[M040071]대추|[M040523]작약|[M040790]황기|[M050037]계지","Angelica Gigas Root/Astragalus Root/Cinnamomi Ramulus/Ginger/Jujube/Licorice/Peony Root","담갈색의 과립제.","기밀용기, 실온보관","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","198300238","정우보중익기탕엑스과립","정우신약(주)","[M040006]감초|[M040007]건강|[M040070]당귀|[M040071]대추|[M040214]백출|[M040329]승마|[M040336]시호|[M040538]진피|[M040790]황기|[M051291]인삼","Angelica Gigas Root/Astragalus Root/Atractylodes Rhizome White/Bupleurum Root/Cimicifuga Rhizome/Citrus Unshiu Peel/Ginger/Ginseng/Jujube/Licorice","황갈색의 과립제","기밀용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","198300468","미오비연질캡슐(수출용)","태극제약(주)","[M040064]니코틴산아미드|[M040133]리보플라빈|[M040262]산화마그네슘|[M040805]건조황산제일철|[M083515]에르고칼시페롤과립|[M091374]무수인산수소칼슘|[M095818]레시틴|[M096429]시아노코발라민|[M110386]인삼 가루|[M113747]레티놀팔미테이트 유|[M204304]피리독신염산염|[M223240]토코페롤아세테이트|[M223258]티아민염산염|[M243785]산화아연|[M244748]판토텐산칼슘|[M246028]황산망간수화물|[M246343]산화제이구리|[M258994]아스코르브산","Anhydrous Dibasic Calcium Phosphate/Ascorbic Acid/Calcium Pantothenate/Cupric Oxide/Cyanocobalamin/Dried Ferrous Sulfate/Ergocalciferol Granules/Ginseng Powder/Lecithin/Magnesium Oxide/Manganese Sulfate Hydrate/Nicotinamide/Pyridoxine Hydrochloride/Retinol Palmitate Oil/Riboflavin/Thiamine Hydrochloride/Tocopherol Acetate/Zinc Oxide","노란색의 유상액이 든 일면 엷은 녹색, 일면 어두운갈색의 연질캡슐제","기밀용기, 실온(1~30℃)보관","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","198400453","원비디(수출용)","일양약품(주)","[M040064]니코틴산아미드|[M040133]리보플라빈|[M071030]인삼유동엑스|[M204304]피리독신염산염|[M244748]판토텐산칼슘","Calcium Pantothenate/Ginseng Fluid Extract/Nicotinamide/Pyridoxine Hydrochloride/Riboflavin","유황색의 액체(갈색병)","기밀용기","제조일로부터 18 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","198400719","신텍스사물탕엑스과립","한국신텍스제약(주)","[M040070]당귀|[M040523]작약|[M040550]천궁|[M051364]숙지황","Angelica Gigas Root/Cnidium Rhizome/Peony Root/Prepared Rehmannia Root","갈색의 과립제","기밀용기, 실온(1-30℃)보관","제조일로부터 36 개월"
"03290","기타의 자양강장변질제","기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.","198400720","신텍스황기건중탕엑스과립","한국신텍스제약(주)","[M040006]감초|[M040071]대추|[M040523]작약|[M040790]황기|[M050037]계지|[M050042]교이|[M050752]생강","Astragalus Root/Cinnamomi Ramulus/Jujube/Licorice/Peony Root/Raw Ginger/Saccharum Granorum","황갈색의 과립제","기밀용기,  실온보관(1~30℃)","제조일로부터 36 개월"
"03310","혈액대용제","혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.","195500005","중외5%포도당생리식염액(수출명:5%DextroseinnormalsalineInj.)","제이더블유중외제약(주)","[M040426]염화나트륨|[M040702]포도당","Glucose/Sodium Chloride","폴리프로필렌, 다층필름플라스틱용기에 든 무색 투명한 액. ","밀봉용기","제조일로부터 36 개월,제조일로부터 18 개월"
"03310","혈액대용제","혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.","195700009","대한멸균생리식염수(생리식염주사액)","대한약품공업(주)","[M040426]염화나트륨","Sodium Chloride","약간 짠맛이 있는 무색투명한 액을 무색투명한 유리 또는 폴리프로필렌 다층필름플라스틱재질의 용기에 충진한 것","밀봉용기, 실온(1-30℃)보관  ","제조일로부터 36 개월"
"03310","혈액대용제","혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.","196100008","중외생리식염주사액(수출명: 0.9% Sodium Chloride Inj.)","제이더블유중외제약(주)","[M040426]염화나트륨","Sodium Chloride","폴리프로필렌에 든 무색 투명한 액.","밀봉용기","제조일로부터 36 개월"
"03310","혈액대용제","혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.","196400020","하트만용액","제이더블유중외제약(주)","[M040426]염화나트륨|[M040438]염화칼륨|[M086824]젖산나트륨액50%|[M217500]염화칼슘수화물","Calcium Chloride Hydrate/Potassium Chloride/Sodium Chloride/Sodium Lactate Solution 50%","폴리프로필렌, 다층필름 플라스틱용기에 든 무색 투명한 액","밀봉용기, 실온(1 ~ 30℃)보관","제조일로부터 36 개월"
"03310","혈액대용제","혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.","196700013","원투쓰리주사액","제이더블유중외제약(주)","[M040426]염화나트륨|[M040702]포도당|[M086824]젖산나트륨액50%","Glucose/Sodium Chloride/Sodium Lactate Solution 50%","폴리프로필렌, 다층필름플라스틱용기에 든 무색투명한 액 ","밀봉용기","제조일로부터 24 개월"
"03310","혈액대용제","혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.","196700015","하트만덱스액","제이더블유중외제약(주)","[M040426]염화나트륨|[M040438]염화칼륨|[M040702]포도당|[M080583]젖산나트륨액|[M217500]염화칼슘수화물","Calcium Chloride Hydrate/Glucose/Potassium Chloride/Sodium Chloride/Sodium Lactate Solution","폴리프로필렌, 다층필름 플라스틱용기에 든 무색 투명한 액","밀봉용기, 실온(1 ~ 30℃)보관","제조일로부터 36 개월"
"03310","혈액대용제","혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.","196800019","대한5%포도당가생리식염액","대한약품공업(주)","[M040426]염화나트륨|[M040702]포도당","Glucose/Sodium Chloride","약간의 짠맛과 단맛이 있는 무색투명한 액을 무색투명한 유리 또는 폴리프로필렌, 다층필름플라스틱재질의 용기에 충진한 것","밀봉용기 실온(1-30℃)보관 ","제조일로부터 36 개월"
"03310","혈액대용제","혈액대용제는 출혈이나 혈액 손실 시 순환 혈액량을 일시적으로 보충하여 조직 관류를 유지하는 데 사용되는 제제입니다. 대표적으로 결정질 용액(예: 생리식염수, 링거)과 교질 용액(예: 덱스트란, 알부민 등)이 있습니다.","197000013","에스.디1-4주","제이더블유중외제약(주)","[M040426]염화나트륨|[M040702]포도당","Glucose/Sodium Chloride","폴리프로필렌, 다층필름 플라스틱용기에 든 무색 투명한 액.","밀봉용기","제조일로부터 18 개월,제조일로부터 36 개월"
